Thickness_mm,Material_Loss_Percent,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Time_Years,Material_Carbon Steel,Material_Fiberglass,Material_HDPE,Material_PVC,Material_Stainless Steel,Grade_API 5L X42,Grade_API 5L X52,Grade_API 5L X65,Grade_ASTM A106 Grade B,Grade_ASTM A333 Grade 6
0.1734302890188475,0.571016272565991,0.0,0.7082281675921251,0.29150000000000004,0.13226452905811623,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.43870656198886604,0.3626697226218452,0.574468085106383,0.828369510348309,0.8965000000000001,0.08016032064128256,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.691554561058668,0.6234692319923758,0.0,0.9020696617869763,0.124,0.7655310621242485,0.4583333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9111012012406319,0.37739535997895984,0.06382978723404255,0.17819283190307922,0.339,0.312625250501002,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8809408045475848,0.3998142763557072,0.06382978723404255,0.5153962645128722,0.7535000000000001,0.3326653306613226,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5161149215219372,0.5792926206190269,0.06382978723404255,0.22968197879858654,0.29100000000000004,0.3697394789579158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.40348568998223744,0.5883037180681185,0.19148936170212766,0.5774861181221606,0.0085,0.2855711422845691,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5118321438304199,0.7075537835793113,0.06382978723404255,0.4760222110045431,0.6325000000000001,0.7655310621242485,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5908301020891771,0.6838073473421014,1.0,0.762241292276628,0.251,0.8276553106212424,0.08333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7305113742219722,0.4607810914139665,0.574468085106383,0.9429581019687027,0.4415,0.32565130260521036,0.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.787406776516822,0.20921658664367163,0.3191489361702128,0.5396264512872286,0.42000000000000004,0.07014028056112223,0.37499999999999994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4298607050419061,0.5293217880961355,0.3191489361702128,0.1786976274608783,0.6955,0.21743486973947895,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.46350428188787074,0.715683720542614,1.0,0.5643614336193841,0.7095,0.7024048096192385,0.5833333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.28302940309991687,0.6268441548798286,0.06382978723404255,0.5270065623422514,0.22599999999999998,0.2535070140280561,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.44161162146811506,0.7633755288280847,0.574468085106383,0.6375567895002524,0.743,0.8677354709418837,0.5416666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.291119908884799,0.6093464915369776,0.06382978723404255,0.5295305401312468,0.7155,0.2344689378757515,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5286910099180819,0.7163398196184922,1.0,0.35234729934376574,0.225,0.842685370741483,0.7083333333333334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3663671099670447,0.8225240198522712,1.0,0.7158001009591115,0.533,0.9839679358717435,0.29166666666666663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.69781712489219,0.564023191522183,0.19148936170212766,0.6143361938414942,0.743,0.5511022044088176,0.4583333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3131063344929581,0.7268309046029366,0.574468085106383,0.6496718828874305,0.6615000000000001,0.49098196392785565,0.49999999999999994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9490975312126908,0.29002260047387296,0.06382978723404255,0.45633518425037856,0.1045,0.1943887775551102,0.4583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.18097653553129966,0.7484282266321677,0.3191489361702128,0.7284199899040888,0.6755,0.376753507014028,0.49999999999999994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4995312706198771,0.7163993454923874,1.0,0.15244825845532556,0.8525,0.7785571142284569,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.20042105955108147,0.8943918435337921,0.19148936170212766,0.03785966683493183,0.34600000000000003,0.9138276553106213,0.875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7932500263250721,0.5612041793976607,1.0,0.8192831903079253,0.35650000000000004,0.6973947895791582,0.41666666666666663,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.27867802343377635,0.8515304585256056,0.3191489361702128,0.6597677940434123,0.9615,0.9028056112224448,0.29166666666666663,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.41050776952505663,0.7572102122316483,0.06382978723404255,0.7279151943462897,0.17300000000000001,0.7685370741482965,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1572291871793745,0.871416679410415,1.0,0.42402826855123676,0.6935,0.7044088176352705,0.041666666666666664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.40911332299816505,0.5685793109169329,0.06382978723404255,0.8874305906108026,0.7035,0.25851703406813625,0.4583333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.608911580907826,0.2995125660514784,1.0,0.38768298838970217,0.08850000000000001,0.08416833667334668,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12340322702428341,0.5414693758926163,0.574468085106383,0.0,0.617,0.09519038076152303,0.7916666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.29997002356383984,0.5951280731782241,0.0,0.4381625441696113,0.45250000000000007,0.22144288577154309,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.41500595914604554,0.7122142721101763,0.574468085106383,0.26956082786471475,0.394,0.6022044088176353,0.08333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.28542624540210304,0.42589998087373193,0.19148936170212766,0.29984856133266025,0.067,0.07715430861723446,0.4583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9472286943463955,0.45352568597244586,0.3191489361702128,0.4901564866229177,0.6635,0.5501002004008017,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6304063040123562,0.6649070642620958,1.0,0.28218071680969203,0.431,0.8256513026052104,0.20833333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.39669684301805563,0.4605314492745858,0.0,0.38616860171630485,0.634,0.1312625250501002,0.49999999999999994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5850611398811676,0.6018141019426287,0.0,0.24533064109035838,0.6080000000000001,0.5080160320641283,0.08333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7802513651864891,0.5368069120530202,1.0,0.3079252902574457,0.40199999999999997,0.5841683366733467,0.29166666666666663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.23502418747785492,0.853279599261475,1.0,0.6219081272084805,0.647,0.8026052104208417,0.9583333333333334,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7082567340011812,0.6014176626759884,0.3191489361702128,0.11408379606259464,0.027500000000000004,0.7044088176352705,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.10946445911859615,0.9184331257224536,0.3191489361702128,0.663806158505805,0.2555,0.7925851703406813,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.16702950973774622,0.6350591914089976,0.06382978723404255,0.254416961130742,0.8355000000000001,0.188376753507014,0.875,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.36048516083484394,0.8141222935114496,0.3191489361702128,0.04946996466431092,0.7265,0.9228456913827655,0.7083333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.26179194447363163,0.5362358688228649,1.0,0.5931347804139323,0.329,0.14028056112224446,0.49999999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.06858619590638038,0.7143040286366416,1.0,0.6829883897021706,0.597,0.21843687374749496,0.9583333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.45582426999170833,0.7485773648343941,0.06382978723404255,0.773346794548208,0.0295,0.8296593186372744,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6051061743163868,0.6247174475793671,0.06382978723404255,0.3422513881877839,0.876,0.6122244488977956,0.7916666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.37216259909156735,0.5934759476303318,0.19148936170212766,0.12468450277637555,0.8185000000000001,0.2695390781563126,0.24999999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5353391978801396,0.6533821352400482,0.19148936170212766,0.3447753659767794,0.019500000000000003,0.5981963927855711,0.9583333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8129198716881896,0.4953685307004804,0.3191489361702128,0.32407874810701665,0.10800000000000001,0.49799599198396793,0.125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2962678428936725,0.30437472139311744,1.0,0.9222614840989399,0.3025,0.03607214428857715,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.43019189308699946,0.6098879894618785,0.19148936170212766,0.7541645633518425,0.836,0.3486973947895791,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9102203484228506,0.1705608864004843,0.3191489361702128,0.5719333669863705,0.7025000000000001,0.07014028056112223,0.24999999999999997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4063095469554746,0.40068992504347506,0.574468085106383,0.15850580514891466,0.9904999999999999,0.09318637274549096,0.5416666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7896746727566617,0.3848041108756021,1.0,0.11913175164058554,0.11750000000000001,0.23847695390781562,0.37499999999999994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.7139392606344814,0.5824102654209522,0.3191489361702128,0.2584553255931348,0.6975,0.6402805611222445,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2251254413512047,0.6738535401602666,0.0,0.6819787985865724,0.5355000000000001,0.2805611222444889,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.525584393626737,0.5568175337869354,0.0,0.4260474507824331,0.24300000000000002,0.3326653306613226,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8273260591464209,0.5187363422521063,0.06382978723404255,0.6834931852599697,0.397,0.594188376753507,0.24999999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.190818652667619,0.763489831478245,0.3191489361702128,0.5098435133770822,0.8125,0.4228456913827655,0.49999999999999994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8023712374916141,0.6182324198360499,1.0,0.20797576981322563,0.2785,0.9949899799599198,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.37673842620845654,0.7756359960266282,1.0,0.49369005552751133,0.3795,0.7765531062124248,0.5416666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6398552876941017,0.5781981296371824,0.574468085106383,0.3195355880868248,0.059,0.5130260521042084,0.41666666666666663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6513567160719964,0.5560880060645726,0.19148936170212766,0.34679454820797573,0.38,0.46492985971943884,0.24999999999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.11465730071182112,0.9483948234906604,0.574468085106383,0.32963149924280666,0.561,0.9539078156312624,0.37499999999999994,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1815989182090767,0.8558034761460906,0.06382978723404255,0.2826855123674911,0.4095,0.6943887775551102,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6986558389810591,0.513708948035024,0.0,0.3341746592629985,0.679,0.4108216432865731,0.24999999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6101719315106062,0.6778871882191466,0.0,0.5890964159515396,0.1985,0.842685370741483,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.48997592220093344,0.6505636967952069,0.3191489361702128,0.6930843008581524,0.592,0.5200400801603207,0.7083333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
